prefixed_root,unprefixed_root,hom,prefixed_root_IAST,unprefixed_root_IAST
samupekz,Ikz,,samupekṣ,īkṣ
samupoz,uz,,samupoṣ,uṣ
samubj,ubj,,samubj,ubj
samuB,uB,,samubh,ubh
samullaNG,laNG,,samullaṅgh,laṅgh
samullas,las,,samullas,las
samulliK,liK,,samullikh,likh
samullup,lup,,samullup,lup
samuz,uz,,samuṣ,uṣ
samUh,Uh,,samūh,ūh
samf,f,,samṛ,ṛ
samfdDIkf,kf,,samṛddhīkṛ,kṛ
samfD,fD,,samṛdh,ṛdh
samfz,fz,1,samṛṣ,ṛṣ
same,i,,same,i
samej,ej,,samej,ej
sameD,eD,,samedh,edh
samer,Ir,,samer,īr
sampaW,paW,,sampaṭh,paṭh
sampat,pat,,sampat,pat
sampad,pad,,sampad,pad
samparikIrt,kIrt,,samparikīrt,kīrt
samparikram,kram,,samparikram,kram
sampariKyA,KyA,,samparikhyā,khyā
samparigrah,grah,,samparigrah,grah
samparicar,car,,samparicar,car
samparituz,tuz,,samparituṣ,tuṣ
samparityaj,tyaj,,samparityaj,tyaj
sampariplu,plu,,sampariplu,plu
sampariBU,BU,,samparibhū,bhū
samparimud,mud,,samparimud,mud
samparirakz,rakz,,samparirakṣ,rakṣ
sampariraB,raB,,samparirabh,rabh
samparivf,vf,1,samparivṛ,vṛ
samparivft,vft,,samparivṛt,vṛt
sampariSri,Sri,,sampariśri,śri
samparizvaYj,svaYj,,sampariṣvañj,svañj
samparihf,hf,,samparihṛ,hṛ
samparI,i,,samparī,i
sampaS,paS,,sampaś,paś
sampA,pA,1,sampā,pā
sampAl,pAl,,sampāl,pāl
sampiRq,piRq,,sampiṇḍ,piṇḍ
sampiz,piz,,sampiṣ,piṣ
sampIq,pIq,,sampīḍ,pīḍ
sampuwIkf,kf,,sampuṭīkṛ,kṛ
sampuz,puz,,sampuṣ,puṣ
sampU,pU,,sampū,pū
sampfc,pfc,,sampṛc,pṛc
samprakamp,kamp,,samprakamp,kamp
samprakAS,kAS,,samprakāś,kāś
samprakf,kf,,samprakṛ,kṛ
samprakfz,kfz,,samprakṛṣ,kṛṣ
samprakram,kram,,samprakram,kram
samprakliS,kliS,,samprakliś,kliś
samprakzip,kzip,,samprakṣip,kṣip
samprakzuB,kzuB,,samprakṣubh,kṣubh
sampragAh,gAh,,sampragāh,gāh
sampragF,gF,1,sampragṝ,gṝ
sampragE,gE,,sampragai,gai
sampragrah,grah,,sampragrah,grah
sampraGfz,Gfz,,sampraghṛṣ,ghṛṣ
sampracakz,cakz,,sampracakṣ,cakṣ
sampracar,car,,sampracar,car
sampraci,ci,1,sampraci,ci
sampracCid,Cid,,sampracchid,chid
sampraC,praC,,samprach,prach
samprajan,jan,,samprajan,jan
samprajYA,jYA,,samprajñā,jñā
samprajval,jval,,samprajval,jval
sampraRad,nad,,sampraṇad,nad
sampraRam,nam,,sampraṇam,nam
sampraRaS,naS,,sampraṇaś,naś
sampraRiDA,DA,,sampraṇidhā,dhā
sampraRI,nI,,sampraṇī,nī
sampraRud,nud,,sampraṇud,nud
sampratark,tark,,sampratark,tark
sampratigrah,grah,,sampratigrah,grah
sampratijYA,jYA,,sampratijñā,jñā
sampratinand,nand,,sampratinand,nand
sampratipad,pad,,sampratipad,pad
sampratiBA,BA,,sampratibhā,bhā
sampratiBAz,BAz,,sampratibhāṣ,bhāṣ
sampratiziD,siD,,sampratiṣidh,sidh
sampratizWA,sTA,,sampratiṣṭhā,sthā
sampratI,i,,sampratī,i
sampratIkz,Ikz,,sampratīkṣ,īkṣ
sampratIz,iz,,sampratīṣ,iṣ
sampratuz,tuz,,sampratuṣ,tuṣ
sampratF,tF,,sampratṝ,tṝ
sampradah,dah,,sampradah,dah
sampradA,dA,1,sampradā,dā
sampradiS,diS,,sampradiś,diś
sampraduz,duz,,sampraduṣ,duṣ
sampradru,dru,,sampradru,dru
samprapad,pad,,samprapad,pad
samprabAD,bAD,,samprabādh,bādh
samprabuD,buD,,samprabudh,budh
sampraBA,BA,,samprabhā,bhā
sampraBAz,BAz,,samprabhāṣ,bhāṣ
sampramaT,maT,,sampramath,math
sampramuc,muc,,sampramuc,muc
sampramuh,muh,,sampramuh,muh
sampramokz,mokz,,sampramokṣ,mokṣ
samprayat,yat,,samprayat,yat
samprayam,yam,,samprayam,yam
samprayA,yA,,samprayā,yā
samprayAc,yAc,,samprayāc,yāc
samprayuj,yuj,,samprayuj,yuj
samprayuD,yuD,,samprayudh,yudh
sampraruc,ruc,,sampraruc,ruc
sampralI,lI,,sampralī,lī
sampravac,vac,,sampravac,vac
sampravad,vad,,sampravad,vad
sampravip,vip,,sampravip,vip
sampraviS,viS,,sampraviś,viś
sampravft,vft,,sampravṛt,vṛt
sampravfD,vfD,,sampravṛdh,vṛdh
samprave,ve,,samprave,ve
sampraSAs,SAs,,sampraśās,śās
samprasad,sad,,samprasad,sad
samprasah,sah,,samprasah,sah
samprasU,sU,2,samprasū,sū
samprasfp,sfp,,samprasṛp,sṛp
samprasTA,sTA,,samprasthā,sthā
sampraspfS,spfS,,sampraspṛś,spṛś
samprasru,sru,,samprasru,sru
samprahas,has,,samprahas,has
samprahA,hA,3,samprahā,hā
samprahf,hf,,samprahṛ,hṛ
samprahfz,hfz,,samprahṛṣ,hṛṣ
samprAp,Ap,,samprāp,āp
samprArT,arT,,samprārth,arth
samprAS,aS,,samprāś,aś
samprI,prI,,samprī,prī
sampre,i,,sampre,i
samprekz,Ikz,,samprekṣ,īkṣ
samprer,Ir,,samprer,īr
samprez,iz,,sampreṣ,iṣ
samprokz,ukz,,samprokṣ,ukṣ
samprorRu,UrRu,,samprorṇu,ūrṇu
samplu,plu,,samplu,plu
sambanD,banD,,sambandh,bandh
sambAD,bAD,,sambādh,bādh
sambuD,buD,,sambudh,budh
sambfh,bfh,1,sambṛh,bṛh
sambfh,bfh,2,sambṛh,bṛh
sambrU,brU,,sambrū,brū
samBakz,Bakz,,sambhakṣ,bhakṣ
samBaj,Baj,,sambhaj,bhaj
samBaYj,BaYj,,sambhañj,bhañj
samBal,Bal,,sambhal,bhal
samBA,BA,,sambhā,bhā
samBAz,BAz,,sambhāṣ,bhāṣ
samBid,Bid,,sambhid,bhid
samBuj,Buj,3,sambhuj,bhuj
samBU,BU,,sambhū,bhū
samBUz,BUz,,sambhūṣ,bhūṣ
samBf,Bf,,sambhṛ,bhṛ
samBraMS,BraMS,,sambhraṃś,bhraṃś
samBram,Bram,,sambhram,bhram
samBraS,BraS,,sambhraś,bhraś
samBrAj,BrAj,,sambhrāj,bhrāj
sammad,mad,,sammad,mad
samman,man,,samman,man
sammantr,mantr,,sammantr,mantr
sammand,mand,,sammand,mand
sammA,mA,3,sammā,mā
sammi,mi,1,sammi,mi
sammil,mil,,sammil,mil
sammIl,mIl,,sammīl,mīl
sammuKIkf,kf,,sammukhīkṛ,kṛ
sammuKIBU,BU,,sammukhībhū,bhū
sammuc,muc,,sammuc,muc
sammurC,murC,,sammurch,murch
sammuz,muz,,sammuṣ,muṣ
sammuh,muh,,sammuh,muh
sammfj,mfj,,sammṛj,mṛj
sammfR,mfR,,sammṛṇ,mṛṇ
sammfd,mfd,,sammṛd,mṛd
sammfS,mfS,,sammṛś,mṛś
sammokz,mokz,,sammokṣ,mokṣ
saralIkf,kf,,saralīkṛ,kṛ
sarasIkf,kf,,sarasīkṛ,kṛ
sarpIBU,BU,,sarpībhū,bhū
saviDIkf,kf,,savidhīkṛ,kṛ
saviDIBU,BU,,savidhībhū,bhū
sahAyIBU,BU,,sahāyībhū,bhū
sahArTIBU,BU,,sahārthībhū,bhū
sAkzAtkf,kf,,sākṣātkṛ,kṛ
sAkzAdBU,BU,,sākṣādbhū,bhū
sAkzimAtrAkf,kf,,sākṣimātrākṛ,kṛ
sAkzIkf,kf,,sākṣīkṛ,kṛ
sAkzIBU,BU,,sākṣībhū,bhū
sAcIkf,kf,,sācīkṛ,kṛ
sAtmIBU,BU,,sātmībhū,bhū
sADanIkf,kf,,sādhanīkṛ,kṛ
sADAraRIkf,kf,,sādhāraṇīkṛ,kṛ
sAndrIBU,BU,,sāndrībhū,bhū
sArasvatOzaDIBU,BU,,sārasvatauṣadhībhū,bhū
sArTIkf,kf,,sārthīkṛ,kṛ
sAvaDAnIkf,kf,,sāvadhānīkṛ,kṛ
sAvaDAnIBU,BU,,sāvadhānībhū,bhū
sAvayavIkf,kf,,sāvayavīkṛ,kṛ
siMhIkf,kf,,siṃhīkṛ,kṛ
siMhIBU,BU,,siṃhībhū,bhū
sitIkf,kf,,sitīkṛ,kṛ
suKAkf,kf,,sukhākṛ,kṛ
suguptIkf,kf,,suguptīkṛ,kṛ
suDIkf,kf,,sudhīkṛ,kṛ
suPalIkf,kf,,suphalīkṛ,kṛ
sumanIkf,kf,,sumanīkṛ,kṛ
sumanIBU,BU,,sumanībhū,bhū
suraBIkf,kf,,surabhīkṛ,kṛ
suvarRIBU,BU,,suvarṇībhū,bhū
susajjIkf,kf,,susajjīkṛ,kṛ
sUkzmIkf,kf,,sūkṣmīkṛ,kṛ
sUtrIkf,kf,,sūtrīkṛ,kṛ
sfkkf,kf,,sṛkkṛ,kṛ
somIkf,kf,,somīkṛ,kṛ
skanDIkf,kf,,skandhīkṛ,kṛ
stamBIBU,BU,,stambhībhū,bhū
starIkf,kf,,starīkṛ,kṛ
sTapuwIkf,kf,,sthapuṭīkṛ,kṛ
sTalapaTIkf,kf,,sthalapathīkṛ,kṛ
sTalIBU,BU,,sthalībhū,bhū
sTAyIBU,BU,,sthāyībhū,bhū
sTirIkf,kf,,sthirīkṛ,kṛ
sTirIBU,BU,,sthirībhū,bhū
spazwIkf,kf,,spaṣṭīkṛ,kṛ
sPArIBU,BU,,sphārībhū,bhū
sPItIkf,kf,,sphītīkṛ,kṛ
sPuwIkf,kf,,sphuṭīkṛ,kṛ
sPuwIBU,BU,,sphuṭībhū,bhū
smarezuDIkf,kf,,smareṣudhīkṛ,kṛ
svagAkf,kf,,svagākṛ,kṛ
svapatIkf,kf,,svapatīkṛ,kṛ
svarasIkf,kf,,svarasīkṛ,kṛ
svalpIBU,BU,,svalpībhū,bhū
svasTIkf,kf,,svasthīkṛ,kṛ
svasTIBU,BU,,svasthībhū,bhū
svAgatIkf,kf,,svāgatīkṛ,kṛ
svAdUkf,kf,,svādūkṛ,kṛ
svAyattIkf,kf,,svāyattīkṛ,kṛ
svASliz,Sliz,,svāśliṣ,śliṣ
svIkf,kf,,svīkṛ,kṛ
hastIkf,kf,,hastīkṛ,kṛ
hastekf,kf,,hastekṛ,kṛ
himIkf,kf,,himīkṛ,kṛ
huMkf,kf,,huṃkṛ,kṛ
hetUkf,kf,,hetūkṛ,kṛ
